Date,Open,High,Low,Close,Adj. Close,Change,Volume
2019-10-02,44.67000,45.17000,44.36000,44.93000,34.11300,-2.26%,4836105
2019-10-03,44.85000,45.39000,44.37000,45.31000,34.40200,0.85%,3464799
2019-10-04,45.18000,45.78000,45.01000,45.34000,34.42400,0.07%,3589401
2019-10-07,45.08000,45.77000,44.76500,45.17000,34.29500,-0.37%,2984406
2019-10-08,44.75000,45.05000,43.83000,43.85000,33.29300,-2.92%,2999723
2019-10-09,44.39000,44.54000,44.00000,44.01000,33.41500,0.36%,2847753
2019-10-10,44.33000,45.29000,44.02000,44.92000,34.10500,2.07%,4367724
2019-10-11,45.75000,47.72000,45.50300,47.13000,35.78300,4.92%,3699287
2019-10-14,46.72000,47.27000,46.24000,46.82000,35.54800,-0.66%,3250767
2019-10-15,46.82000,48.10000,46.53000,47.20000,35.83700,0.81%,3352271
2019-10-16,47.49000,47.92000,47.01000,47.12000,35.77600,-0.17%,3630939
2019-10-17,47.44000,48.54000,47.14000,47.81000,36.30000,1.46%,2726017
2019-10-18,47.91000,48.19100,47.36000,47.96000,36.41400,0.31%,3013731
2019-10-21,48.59000,48.97000,47.09000,47.12000,35.77600,-1.75%,3999361
2019-10-22,47.08000,47.38400,46.02000,46.82000,35.54800,-0.64%,4940254
2019-10-23,46.78000,47.51000,46.55000,47.23000,35.85900,0.88%,4291623
2019-10-24,48.65000,49.99000,47.84000,49.47000,37.56000,4.74%,6117105
2019-10-25,49.78000,50.76000,48.90000,50.48000,38.32700,2.04%,5407984
2019-10-28,50.75000,51.44000,50.43000,51.21000,38.88100,1.45%,4542726
2019-10-29,50.96000,51.63000,50.37000,51.49000,39.09400,0.55%,3471260
2019-10-30,51.20000,51.47000,50.33000,51.03000,38.74500,-0.89%,3605620
2019-10-31,50.88000,51.03000,49.71000,50.49000,38.33500,-1.06%,3793969
2019-11-01,50.98000,52.49000,50.90000,52.31000,39.71600,3.60%,3240073
2019-11-04,52.65000,54.41000,52.46000,54.17000,41.12900,3.56%,5436126
2019-11-05,54.01000,55.00000,53.65000,54.20000,41.15100,0.06%,6073216
2019-11-06,54.16000,54.74000,53.81000,54.28000,41.21200,0.15%,3864084
2019-11-07,54.94000,55.94000,54.42000,55.80000,42.36600,2.80%,6686416
2019-11-08,55.50000,55.99000,55.02000,55.99000,42.51000,0.34%,4830952
2019-11-11,55.55000,56.25000,55.22000,55.81000,42.37400,-0.32%,3199377
2019-11-12,56.00000,56.11000,54.53000,55.16000,41.88000,-1.16%,2742339
2019-11-13,54.19000,54.48000,53.46000,53.66000,40.74100,-2.72%,3451005
2019-11-14,53.30000,54.14000,53.15000,53.95000,40.96200,0.54%,2597581
2019-11-15,54.27000,55.29000,54.14000,54.86000,41.65200,1.69%,3869678
2019-11-18,54.75000,54.91000,54.12000,54.32000,41.24200,-0.98%,3445289
2019-11-19,54.81000,54.81000,52.79000,53.39000,40.53600,-1.71%,5230197
2019-11-20,53.14000,53.45000,52.10000,52.67000,39.99000,-1.35%,5396391
2019-11-21,52.71000,53.92000,52.35000,53.88000,40.90800,2.30%,4621467
2019-11-22,53.98000,54.66000,53.60000,54.20000,41.15100,0.59%,3119237
2019-11-25,54.82000,55.23000,54.36000,55.20000,41.91100,1.85%,5100027
2019-11-26,55.25000,55.75000,54.82000,55.37000,42.04000,0.31%,4680408
2019-11-27,54.68000,54.90000,53.90000,54.28000,41.74400,-1.97%,3925984
2019-11-29,54.01000,54.28000,53.12000,53.37000,41.04400,-1.68%,1887577
2019-12-02,53.00000,53.75000,52.89000,53.16000,40.88200,-0.39%,3363901
2019-12-03,51.96000,52.01000,51.05000,51.82000,39.85200,-2.52%,3989296
2019-12-04,53.49000,53.49000,52.21000,52.28000,40.20500,0.89%,3791364
2019-12-05,52.53000,52.65000,51.68000,52.00000,39.99000,-0.54%,2692643
2019-12-06,52.59000,53.75000,52.59000,53.22000,40.92800,2.35%,2852856
2019-12-09,53.96000,53.98000,52.99000,53.27000,40.96700,0.09%,2377246
2019-12-10,53.36000,53.39000,52.69000,53.13000,40.85900,-0.26%,2609674
2019-12-11,53.50000,54.07000,53.05000,53.10000,40.83600,-0.06%,3196455
2019-12-12,53.25000,54.58000,52.82000,54.45000,41.87400,2.54%,2882315
