Date,Open,High,Low,Close,Adj. Close,Change,Volume
2011-08-04,113.88000,113.96000,109.84000,110.02000,85.89900,-4.68%,504200
2011-08-05,111.38000,111.65400,106.94000,109.78000,85.71100,-0.22%,538400
2011-08-08,106.02000,108.24600,102.54000,102.74000,80.21500,-6.41%,790300
2011-08-09,104.40000,107.40000,100.92000,107.34000,83.80600,4.48%,579800
2011-08-10,105.46000,106.30000,102.48000,102.68000,80.16800,-4.34%,403100
2011-08-11,103.72000,108.70000,103.26000,107.18000,83.68100,4.38%,919300
2011-08-12,108.48000,109.00000,107.32000,108.04500,84.35700,0.81%,307200
2011-08-15,109.10000,110.40000,108.86000,110.26000,86.08600,2.05%,225900
2011-08-16,109.22000,110.36000,108.24000,109.32000,85.35200,-0.85%,263800
2011-08-17,110.00000,110.80000,108.60000,109.44000,85.44600,0.11%,160500
2011-08-18,106.58000,106.70000,103.74000,104.90000,81.90100,-4.15%,524000
2011-08-19,103.36000,105.82000,102.84000,102.90000,80.34000,-1.91%,1438400
2011-08-22,105.32000,105.38000,102.78000,102.98000,80.40200,0.08%,246400
2011-08-23,103.52000,106.58000,103.00000,106.54000,83.18200,3.46%,301900
2011-08-24,106.32000,108.08000,106.06000,108.00000,84.32200,1.37%,151000
2011-08-25,108.72000,109.18000,105.62000,106.38000,83.05700,-1.50%,294100
2011-08-26,105.66000,108.28000,104.02000,107.78000,84.15000,1.32%,197500
2011-08-29,109.34000,110.96000,109.24000,110.92000,86.60200,2.91%,159000
2011-08-30,110.50000,111.92000,109.66000,111.12000,86.75800,0.18%,129900
2011-08-31,111.98000,112.90600,110.92000,111.68000,87.19500,0.50%,214900
2011-09-01,111.74000,112.80000,110.54000,110.60000,86.35200,-0.97%,274900
2011-09-02,108.32000,108.84000,107.40000,107.74000,84.11900,-2.59%,150300
2011-09-06,104.72000,107.14000,104.64000,107.00000,83.54100,-0.69%,197900
2011-09-07,108.72000,110.04100,108.30000,110.02000,85.89900,2.82%,199700
2011-09-08,109.34000,110.58000,108.68000,108.86000,84.99300,-1.05%,115600
2011-09-09,107.66000,107.94000,105.44000,106.00000,82.76000,-2.63%,174200
2011-09-12,105.02000,106.76000,104.36100,106.76000,83.35300,0.72%,161300
2011-09-13,107.10000,108.06000,106.38000,107.64000,84.04100,0.82%,193500
2011-09-14,108.26000,110.46000,106.76000,109.16000,85.22700,1.41%,459000
2011-09-15,110.34000,111.10000,109.42000,111.04000,86.69500,1.72%,128700
2011-09-16,111.44000,112.05600,110.70000,111.70000,87.21100,0.59%,79000
2011-09-19,109.86000,111.10000,109.18000,110.66000,86.39900,-0.93%,82100
2011-09-20,111.12000,112.14000,110.43600,110.48000,86.25800,-0.16%,154500
2011-09-21,110.60000,110.86000,107.14000,107.14000,83.65000,-3.02%,139000
2011-09-22,104.20000,105.00000,102.38000,103.78000,81.02700,-3.14%,420500
2011-09-23,102.60000,104.32000,102.46000,103.68000,81.40200,-0.10%,329200
2011-09-26,104.72000,106.34600,103.32000,106.20000,83.38000,2.43%,193800
2011-09-27,108.44000,109.28000,106.86000,107.42000,84.33800,1.15%,617500
2011-09-28,107.70000,108.24000,105.07200,105.28000,82.65800,-1.99%,197300
2011-09-29,107.06000,107.45900,104.16000,106.04000,83.25500,0.72%,119300
2011-09-30,104.56000,105.47900,103.38000,103.52000,81.27600,-2.38%,183300
2011-10-03,102.82000,104.08000,100.34000,100.34000,78.77900,-3.07%,333100
2011-10-04,99.14000,102.82000,98.24000,102.54000,80.50700,2.19%,285600
2011-10-05,102.88000,104.82000,102.00000,104.58000,82.10800,1.99%,281000
2011-10-06,104.52000,106.62000,103.76300,106.60000,83.69400,1.93%,583800
2011-10-07,107.16000,107.16800,105.18000,105.78000,83.05000,-0.77%,627100
2011-10-10,107.74000,109.36000,107.66000,109.36000,85.86100,3.38%,168200
2011-10-11,108.76000,109.72000,108.60000,109.32000,85.83000,-0.04%,663200
2011-10-12,110.28000,111.60000,110.00000,110.32000,86.61500,0.91%,509100
2011-10-13,109.70000,110.44000,108.90000,110.16000,86.48900,-0.15%,364000
2011-10-14,111.50000,112.06000,110.91400,111.98000,87.91800,1.65%,423400
2011-10-17,111.48000,111.60000,109.64000,109.88000,86.26900,-1.88%,309600
2011-10-18,109.84000,112.84000,109.00000,112.08000,87.99700,2.00%,259100
2011-10-19,111.84000,112.47200,110.40000,110.68000,86.89800,-1.25%,107900
2011-10-20,111.00000,111.48000,109.59900,111.18000,87.29000,0.45%,68200
2011-10-21,112.50000,113.42000,112.24000,113.32000,88.97000,1.92%,87200
2011-10-24,113.56000,114.96000,113.44000,114.76000,90.10100,1.27%,138500
2011-10-25,114.18000,114.18000,112.24000,112.54000,88.35800,-1.93%,102400
2011-10-26,113.76000,114.06000,111.80000,113.62000,89.20600,0.96%,1922200
2011-10-27,116.78000,118.30000,115.80000,117.54000,92.28400,3.45%,309200
2011-10-28,117.04000,117.78000,116.88000,117.66000,92.37800,0.10%,693600
2011-10-31,116.26000,116.34600,114.64000,114.64000,90.00700,-2.57%,153400
2011-11-01,111.54000,112.90000,111.16000,111.60000,87.62000,-2.65%,307100
2011-11-02,113.26700,113.76000,112.32000,113.36000,89.00200,1.58%,122600
2011-11-03,114.64000,115.68600,113.04000,115.46000,90.65000,1.85%,173600
2011-11-04,114.46000,114.90000,113.42000,114.79600,90.12900,-0.58%,147400
2011-11-07,114.64000,115.52000,113.64000,115.46000,90.65000,0.58%,79500
2011-11-08,116.10000,117.02000,115.02000,116.84000,91.73400,1.20%,135700
2011-11-09,114.24000,114.71900,112.40000,112.62000,88.42100,-3.61%,246800
2011-11-10,114.10000,114.20000,112.62000,113.64000,89.22200,0.91%,121800
2011-11-11,115.04000,116.10000,115.02000,115.86400,90.96800,1.96%,132600
2011-11-14,115.42000,115.47000,114.22000,114.74000,90.08500,-0.97%,359500
2011-11-15,114.52000,115.91200,114.12000,115.34000,90.55600,0.52%,402200
2011-11-16,114.20000,115.46000,113.32000,113.48000,89.09600,-1.61%,91900
2011-11-17,113.26000,113.54000,110.91200,111.66000,87.66700,-1.60%,989900
2011-11-18,112.02000,112.18000,111.10000,111.50000,87.54100,-0.14%,188100
2011-11-21,109.90000,110.06000,108.48000,109.50000,85.97100,-1.79%,236700
2011-11-22,109.20000,109.80000,108.38000,108.92000,85.51600,-0.53%,263300
2011-11-23,108.00000,108.02000,106.60000,106.62000,83.71000,-2.11%,249100
2011-11-25,106.40000,107.58000,106.30000,106.30000,83.45900,-0.30%,75600
2011-11-28,109.26000,109.82000,108.64000,109.48000,85.95500,2.99%,155500
2011-11-29,109.76000,110.50000,109.40000,109.80000,86.20700,0.29%,134900
2011-11-30,112.90000,114.48000,112.62000,114.30000,89.74000,4.10%,424400
2011-12-01,114.14000,114.83800,113.82000,114.22000,89.67700,-0.07%,107300
2011-12-02,115.40000,115.67000,114.14000,114.16000,89.63000,-0.05%,127300
2011-12-05,116.00000,116.28000,114.72000,115.40000,90.60300,1.09%,194500
2011-12-06,115.38000,116.20000,115.02000,115.50000,90.68200,0.09%,67600
2011-12-07,115.10000,116.32000,114.35300,115.88000,90.98000,0.33%,86600
2011-12-08,115.02000,115.26000,113.08000,113.38000,89.01700,-2.16%,93400
2011-12-09,113.88000,115.54000,113.80000,115.30000,90.52500,1.69%,882200
2011-12-12,114.28000,114.28000,112.66000,113.64000,89.22200,-1.44%,127200
2011-12-13,114.22000,114.76000,112.00000,112.56000,88.37400,-0.95%,162800
2011-12-14,112.10000,112.49800,111.10000,111.30000,87.38400,-1.12%,945100
2011-12-15,112.52000,112.62000,111.56000,111.72000,87.71400,0.38%,82500
2011-12-16,112.52000,113.10000,111.64000,111.80000,87.77700,0.07%,1480000
2011-12-19,112.28000,112.49400,110.44000,110.66000,86.88200,-1.02%,454100
2011-12-20,112.34000,114.16800,112.34000,113.96000,89.47300,2.98%,143800
2011-12-21,113.90000,114.38000,113.01600,114.30000,89.74000,0.30%,182600
2011-12-22,114.70000,115.38000,114.50000,115.38000,90.58800,0.94%,1439800
2011-12-23,114.96000,115.68000,114.76000,115.60000,91.29900,0.19%,256400
2011-12-27,115.38000,118.00000,115.36000,115.72000,91.39400,0.10%,388600
2011-12-28,115.72000,115.72000,114.10000,114.30000,90.27200,-1.23%,180300
2011-12-29,114.62000,118.16000,114.52000,115.34000,91.09400,0.91%,259100
2011-12-30,115.32000,115.55900,114.90000,114.90000,90.74600,-0.38%,254300
2012-01-03,116.90000,117.45500,116.60000,116.60000,92.08900,1.48%,163200
2012-01-04,116.44000,116.92000,115.96000,116.80000,92.24700,0.17%,448400
2012-01-05,116.28000,117.29500,115.68000,117.18000,92.54700,0.33%,253500
2012-01-06,117.30000,117.30000,116.47200,116.94000,92.35700,-0.20%,166900
2012-01-09,117.14000,117.24000,116.54000,117.12000,92.49900,0.15%,177000
2012-01-10,118.36000,118.53300,117.97200,118.12000,93.28900,0.85%,261200
2012-01-11,117.78000,118.34000,117.56000,118.24000,93.38400,0.10%,203800
2012-01-12,118.52000,118.64000,117.58000,118.50000,93.58900,0.22%,202200
2012-01-13,117.70000,118.00000,116.82200,118.00000,93.19400,-0.42%,147200
2012-01-17,118.98000,119.18000,118.05000,118.32000,93.44700,0.27%,324200
2012-01-18,118.32000,119.64000,118.10000,119.64000,94.49000,1.12%,172100
2012-01-19,120.00000,120.34000,119.72000,120.28000,94.99500,0.53%,224500
